cycle_id,length,cycle_type,path,min_edge_kzt,total_kzt,has_seed,time_consistent
C00259,4,cycle,100000001049200100→100000004156082100→100000004188160100→100000003016635100→100000001049200100,6014.00000000,53614.00000000,True,False
C00260,4,cycle,100000001049200100→100000004156082100→100000005287097100→100000003016635100→100000001049200100,6014.00000000,435964.00000000,True,True
C00261,4,cycle,100000001609499100→100000006866783100→100000002306369100→100000008603629100→100000001609499100,11000.00000000,160722.00000000,True,False
C00262,4,cycle,100000001609499100→100000006866783100→100000004070318100→100000004400305100→100000001609499100,11000.00000000,209045.00000000,True,False
C00263,4,cycle,100000001609499100→100000006866783100→100000004070318100→100000008603629100→100000001609499100,11000.00000000,154507.00000000,True,False
C00264,4,cycle,100000001609499100→100000006866783100→100000004351795100→100000008603629100→100000001609499100,11000.00000000,210060.00000000,True,False
C00265,4,cycle,100000001609499100→100000006866783100→100000004390333100→100000008603629100→100000001609499100,11000.00000000,172407.00000000,True,True
C00266,4,cycle,100000001609499100→100000006866783100→100000004847758100→100000008603629100→100000001609499100,11000.00000000,127431.00000000,True,False
C00267,4,cycle,100000001609499100→100000006866783100→100000007639767100→100000004400305100→100000001609499100,10000.00000000,157538.00000000,True,True
C00268,4,cycle,100000001609499100→100000006866783100→100000007639767100→100000008603629100→100000001609499100,11000.00000000,187924.00000000,True,True
C00269,4,cycle,100000001609499100→100000006866783100→100000008304139100→100000008603629100→100000001609499100,11000.00000000,249223.00000000,True,False
C00270,4,cycle,100000001609499100→100000006866783100→100000008686313100→100000008603629100→100000001609499100,11000.00000000,347337.00000000,True,True
C00271,4,cycle,100000001660397100→100000006866783100→100000002306369100→100000008603629100→100000001660397100,20900.00000000,147366.00000000,True,False
C00272,4,cycle,100000001660397100→100000006866783100→100000004070318100→100000008603629100→100000001660397100,23126.00000000,141151.00000000,True,True
C00273,4,cycle,100000001660397100→100000006866783100→100000004351795100→100000008603629100→100000001660397100,24000.00000000,196704.00000000,True,False
C00274,4,cycle,100000001660397100→100000006866783100→100000004390333100→100000008603629100→100000001660397100,24000.00000000,159051.00000000,True,True
C00275,4,cycle,100000001660397100→100000006866783100→100000004847758100→100000008603629100→100000001660397100,18775.00000000,114075.00000000,True,False
C00276,4,cycle,100000001660397100→100000006866783100→100000007639767100→100000008603629100→100000001660397100,23018.00000000,174568.00000000,True,True
C00277,4,cycle,100000001660397100→100000006866783100→100000008304139100→100000008603629100→100000001660397100,23567.00000000,235867.00000000,True,False
C00278,4,cycle,100000001660397100→100000006866783100→100000008686313100→100000008603629100→100000001660397100,24000.00000000,333981.00000000,True,True
C00279,4,cycle,100000001660397100→100000008413748100→100000004070318100→100000006866783100→100000001660397100,13000.00000000,146821.55000000,True,False
C00280,4,cycle,100000001660397100→100000008413748100→100000004070318100→100000008603629100→100000001660397100,13000.00000000,94947.55000000,False,False
C00281,4,cycle,100000001660397100→100000008413748100→100000008304139100→100000006866783100→100000001660397100,13000.00000000,202391.75000000,True,False
C00282,4,cycle,100000001660397100→100000008413748100→100000008304139100→100000008603629100→100000001660397100,13000.00000000,227391.75000000,False,False
C00283,4,cycle,100000001660397100→100000008477350100→100000003968044100→100000008603629100→100000001660397100,12000.00000000,177300.00000000,False,True
C00284,4,cycle,100000001660397100→100000008477350100→100000005910114100→100000006866783100→100000001660397100,12000.00000000,413979.00000000,True,True
C00285,4,cycle,100000001660397100→100000008477350100→100000005910114100→100000008603629100→100000001660397100,12000.00000000,414891.00000000,False,False
C00286,4,cycle,100000001660397100→100000008477350100→100000007639767100→100000006866783100→100000001660397100,10000.00000000,57605.00000000,True,True
C00287,4,cycle,100000001660397100→100000008477350100→100000007639767100→100000008603629100→100000001660397100,12000.00000000,155855.00000000,False,True
C00288,4,cycle,100000001660397100→100000008477350100→100000008086440100→100000008603629100→100000001660397100,12000.00000000,304933.00000000,False,False
C00289,4,cycle,100000001857829100→100000003880331100→100000008603629100→100000003178549100→100000001857829100,40000.00000000,797000.00000000,False,False
C00290,4,cycle,100000001857829100→100000008121806100→100000008346837100→100000005910114100→100000001857829100,5000.00000000,213044.00000000,False,True
C00291,4,cycle,100000002306369100→100000008111003100→100000003796063100→100000006866783100→100000002306369100,35000.00000000,226666.00000000,True,False
C00292,4,cycle,100000002306369100→100000008477350100→100000005910114100→100000006866783100→100000002306369100,35000.00000000,490845.00000000,True,False
C00293,4,cycle,100000002306369100→100000008477350100→100000007639767100→100000006866783100→100000002306369100,10000.00000000,134471.00000000,True,False
C00294,4,cycle,100000002306369100→100000008603629100→100000007639767100→100000006866783100→100000002306369100,10000.00000000,127788.00000000,True,False
C00295,4,cycle,100000002306369100→100000008603629100→100000008686313100→100000006866783100→100000002306369100,20900.00000000,217859.00000000,True,False
C00296,4,cycle,100000002645993100→100000008413748100→100000004070318100→100000002957787100→100000002645993100,7600.00000000,64601.55000000,False,False
C00297,4,cycle,100000002645993100→100000008413748100→100000004070318100→100000004400305100→100000002645993100,13480.00000000,98451.55000000,False,False
C00298,4,cycle,100000002723538100→100000003242289100→100000004140487100→100000004400305100→100000002723538100,15000.00000000,102510.00000000,False,True
C00299,4,cycle,100000002723538100→100000003242289100→100000004140487100→100000008603629100→100000002723538100,20000.00000000,148157.00000000,False,False
C00300,4,cycle,100000002723538100→100000003242289100→100000008304139100→100000008603629100→100000002723538100,33000.00000000,356217.00000000,False,False
C00301,4,cycle,100000002723538100→100000008603629100→100000007639767100→100000004400305100→100000002723538100,10000.00000000,133722.00000000,False,False
C00302,4,cycle,100000002731501100→100000004007116100→100000003616818100→100000004005964100→100000002731501100,10000.00000000,266960.00000000,True,True
C00303,4,cycle,100000002731501100→100000004007116100→100000003616818100→100000004160650100→100000002731501100,15000.00000000,802430.00000000,True,True
C00304,4,cycle,100000002731501100→100000004160650100→100000003616818100→100000004005964100→100000002731501100,10000.00000000,118000.00000000,False,False
C00305,4,cycle,100000002731501100→100000004160650100→100000004005964100→100000004007116100→100000002731501100,10000.00000000,124900.00000000,True,False
C00306,4,cycle,100000002731501100→100000004160650100→100000004007116100→100000004005964100→100000002731501100,10000.00000000,595744.00000000,True,False
C00307,4,cycle,100000002957787100→100000008632060100→100000004400305100→100000004070318100→100000002957787100,6000.00000000,76600.00000000,False,False
C00308,4,cycle,100000002957787100→100000008632060100→100000004400305100→100000005910114100→100000002957787100,6000.00000000,185024.00000000,False,False
C00309,4,cycle,100000002957787100→100000008632060100→100000006866783100→100000004070318100→100000002957787100,6000.00000000,98325.00000000,True,False
C00310,4,cycle,100000003016635100→100000005287097100→100000004150593100→100000008595687100→100000003016635100,10400.00000000,242518.00000000,True,True
C00311,4,cycle,100000003016635100→100000005287097100→100000004156082100→100000004188160100→100000003016635100,8600.00000000,187823.00000000,True,False
C00312,4,cycle,100000003016635100→100000008169544100→100000004156082100→100000004188160100→100000003016635100,5000.00000000,168704.00000000,True,False
C00313,4,cycle,100000003016635100→100000008169544100→100000004156082100→100000005287097100→100000003016635100,5000.00000000,551054.00000000,True,True
C00314,4,cycle,100000003115284100→100000003390036100→100000005873152100→100000003360542100→100000003115284100,10000.00000000,260500.00000000,False,True
C00315,4,cycle,100000003213473100→100000006866783100→100000004070318100→100000004400305100→100000003213473100,10000.00000000,152025.00000000,True,False
C00316,4,cycle,100000003213473100→100000006866783100→100000007639767100→100000004400305100→100000003213473100,10000.00000000,100518.00000000,True,False
C00317,4,cycle,100000003242289100→100000004140487100→100000008603629100→100000004351795100→100000003242289100,20000.00000000,115928.00000000,False,True
C00318,4,cycle,100000003242289100→100000008304139100→100000006866783100→100000004351795100→100000003242289100,49000.00000000,352974.00000000,True,False
C00319,4,cycle,100000003242289100→100000008304139100→100000008603629100→100000004351795100→100000003242289100,22418.00000000,323988.00000000,False,True
C00320,4,cycle,100000003616818100→100000004160650100→100000004005964100→100000004007116100→100000003616818100,15000.00000000,125000.00000000,True,False
C00321,4,cycle,100000003616818100→100000004160650100→100000004007116100→100000004005964100→100000003616818100,10000.00000000,615844.00000000,True,True
C00322,4,cycle,100000003796063100→100000004400305100→100000005910114100→100000008111003100→100000003796063100,9000.00000000,193184.00000000,False,True
C00323,4,cycle,100000003796063100→100000004400305100→100000007593823100→100000008111003100→100000003796063100,9000.00000000,71000.00000000,False,False
C00324,4,cycle,100000003796063100→100000008346837100→100000005910114100→100000008111003100→100000003796063100,35000.00000000,295025.00000000,False,False
C00325,4,cycle,100000003796063100→100000008346837100→100000007593823100→100000008111003100→100000003796063100,5000.00000000,169000.00000000,False,False
C00326,4,cycle,100000003796063100→100000008477350100→100000005910114100→100000008111003100→100000003796063100,35000.00000000,357983.00000000,False,False
C00327,4,cycle,100000003796063100→100000008477350100→100000007593823100→100000008111003100→100000003796063100,10000.00000000,188000.00000000,False,False
C00328,4,cycle,100000003934614100→100000004336312100→100000004017410100→100000005519998100→100000003934614100,7000.00000000,213150.00000000,False,True
